AI_Model_000001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_012992 | Base_Model: YOLO | Type: Computer Vision Model | Size: XL | Domain: Computer Vision | Primary_Task: Object Detection
AI_Model_012993 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XL | Domain: Computer Vision | Primary_Task: Image Classification
AI_Model_012994 | Base_Model: ViT | Type: Vision Transformer | Size: XL | Domain: Computer Vision | Primary_Task: Image Classification
AI_Model_012995 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XL | Domain: Computer Vision | Primary_Task: Audio Generation
AI_Model_012996 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XL | Domain: Computer Vision | Primary_Task: Speech Recognition
AI_Model_012997 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XL | Domain: Computer Vision | Primary_Task: Generative Modeling
AI_Model_012998 | Base_Model: AutoEncoder | Type: Generative Model | Size: XL | Domain: Computer Vision | Primary_Task: Representation Learning
AI_Model_012999 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XL | Domain: Computer Vision | Primary_Task: Synthetic Data Generation
AI_Model_013000 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XL | Domain: Computer Vision | Primary_Task: Sequence Modeling
AI_Model_013001 | Base_Model: GPT | Type: Large Language Model | Size: XXL | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_013002 | Base_Model: BERT | Type: Transformer Encoder | Size: XXL | Domain: Computer Vision | Primary_Task: Text Classification
AI_Model_013003 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XXL | Domain: Computer Vision | Primary_Task: Text Transformation
AI_Model_013004 | Base_Model: Llama | Type: Large Language Model | Size: XXL | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_013005 | Base_Model: Mistral | Type: Large Language Model | Size: XXL | Domain: Computer Vision | Primary_Task: Text Generation
AI_Model_013006 | Base_Model: Claude | Type: Large Language Model | Size: XXL | Domain: Computer Vision | Primary_Task: Conversational AI
AI_Model_013007 | Base_Model: Gemini | Type: Multimodal AI Model | Size: XXL | Domain: Computer Vision | Primary_Task: Multimodal Generation
AI_Model_013008 | Base_Model: Whisper | Type: Speech Recognition Model | Size: XXL | Domain: Computer Vision | Primary_Task: Speech-to-Text
AI_Model_013009 | Base_Model: CLIP | Type: Vision-Language Model | Size: XXL | Domain: Computer Vision | Primary_Task: Image-Text Understanding
AI_Model_013010 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: XXL | Domain: Computer Vision | Primary_Task: Image Generation
AI_Model_013011 | Base_Model: DALL-E | Type: Generative Image Model | Size: XXL | Domain: Computer Vision | Primary_Task: Image Generation
AI_Model_013012 | Base_Model: YOLO | Type: Computer Vision Model | Size: XXL | Domain: Computer Vision | Primary_Task: Object Detection
AI_Model_013013 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: XXL | Domain: Computer Vision | Primary_Task: Image Classification
AI_Model_013014 | Base_Model: ViT | Type: Vision Transformer | Size: XXL | Domain: Computer Vision | Primary_Task: Image Classification
AI_Model_013015 | Base_Model: WaveNet | Type: Generative Audio Model | Size: XXL | Domain: Computer Vision | Primary_Task: Audio Generation
AI_Model_013016 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: XXL | Domain: Computer Vision | Primary_Task: Speech Recognition
AI_Model_013017 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XXL | Domain: Computer Vision | Primary_Task: Generative Modeling
AI_Model_013018 | Base_Model: AutoEncoder | Type: Generative Model | Size: XXL | Domain: Computer Vision | Primary_Task: Representation Learning
AI_Model_013019 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XXL | Domain: Computer Vision | Primary_Task: Synthetic Data Generation
AI_Model_013020 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XXL | Domain: Computer Vision | Primary_Task: Sequence Modeling
AI_Model_013021 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013022 | Base_Model: BERT | Type: Transformer Encoder | Size: Tiny | Domain: Speech AI | Primary_Task: Text Classification
AI_Model_013023 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Tiny | Domain: Speech AI | Primary_Task: Text Transformation
AI_Model_013024 | Base_Model: Llama | Type: Large Language Model | Size: Tiny | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013025 | Base_Model: Mistral | Type: Large Language Model | Size: Tiny | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013026 | Base_Model: Claude | Type: Large Language Model | Size: Tiny | Domain: Speech AI | Primary_Task: Conversational AI
AI_Model_013027 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Tiny | Domain: Speech AI | Primary_Task: Multimodal Generation
AI_Model_013028 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Tiny | Domain: Speech AI | Primary_Task: Speech-to-Text
AI_Model_013029 | Base_Model: CLIP | Type: Vision-Language Model | Size: Tiny | Domain: Speech AI | Primary_Task: Image-Text Understanding
AI_Model_013030 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Tiny | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013031 | Base_Model: DALL-E | Type: Generative Image Model | Size: Tiny | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013032 | Base_Model: YOLO | Type: Computer Vision Model | Size: Tiny | Domain: Speech AI | Primary_Task: Object Detection
AI_Model_013033 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Tiny | Domain: Speech AI | Primary_Task: Image Classification
AI_Model_013034 | Base_Model: ViT | Type: Vision Transformer | Size: Tiny | Domain: Speech AI | Primary_Task: Image Classification
AI_Model_013035 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Tiny | Domain: Speech AI | Primary_Task: Audio Generation
AI_Model_013036 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Tiny | Domain: Speech AI | Primary_Task: Speech Recognition
AI_Model_013037 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Tiny | Domain: Speech AI | Primary_Task: Generative Modeling
AI_Model_013038 | Base_Model: AutoEncoder | Type: Generative Model | Size: Tiny | Domain: Speech AI | Primary_Task: Representation Learning
AI_Model_013039 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Tiny | Domain: Speech AI | Primary_Task: Synthetic Data Generation
AI_Model_013040 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Tiny | Domain: Speech AI | Primary_Task: Sequence Modeling
AI_Model_013041 | Base_Model: GPT | Type: Large Language Model | Size: Small | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013042 | Base_Model: BERT | Type: Transformer Encoder | Size: Small | Domain: Speech AI | Primary_Task: Text Classification
AI_Model_013043 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Small | Domain: Speech AI | Primary_Task: Text Transformation
AI_Model_013044 | Base_Model: Llama | Type: Large Language Model | Size: Small | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013045 | Base_Model: Mistral | Type: Large Language Model | Size: Small | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013046 | Base_Model: Claude | Type: Large Language Model | Size: Small | Domain: Speech AI | Primary_Task: Conversational AI
AI_Model_013047 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Small | Domain: Speech AI | Primary_Task: Multimodal Generation
AI_Model_013048 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Small | Domain: Speech AI | Primary_Task: Speech-to-Text
AI_Model_013049 | Base_Model: CLIP | Type: Vision-Language Model | Size: Small | Domain: Speech AI | Primary_Task: Image-Text Understanding
AI_Model_013050 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Small | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013051 | Base_Model: DALL-E | Type: Generative Image Model | Size: Small | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013052 | Base_Model: YOLO | Type: Computer Vision Model | Size: Small | Domain: Speech AI | Primary_Task: Object Detection
AI_Model_013053 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Small | Domain: Speech AI | Primary_Task: Image Classification
AI_Model_013054 | Base_Model: ViT | Type: Vision Transformer | Size: Small | Domain: Speech AI | Primary_Task: Image Classification
AI_Model_013055 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Small | Domain: Speech AI | Primary_Task: Audio Generation
AI_Model_013056 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Small | Domain: Speech AI | Primary_Task: Speech Recognition
AI_Model_013057 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Small | Domain: Speech AI | Primary_Task: Generative Modeling
AI_Model_013058 | Base_Model: AutoEncoder | Type: Generative Model | Size: Small | Domain: Speech AI | Primary_Task: Representation Learning
AI_Model_013059 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Small | Domain: Speech AI | Primary_Task: Synthetic Data Generation
AI_Model_013060 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Small | Domain: Speech AI | Primary_Task: Sequence Modeling
AI_Model_013061 | Base_Model: GPT | Type: Large Language Model | Size: Base | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013062 | Base_Model: BERT | Type: Transformer Encoder | Size: Base | Domain: Speech AI | Primary_Task: Text Classification
AI_Model_013063 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Base | Domain: Speech AI | Primary_Task: Text Transformation
AI_Model_013064 | Base_Model: Llama | Type: Large Language Model | Size: Base | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013065 | Base_Model: Mistral | Type: Large Language Model | Size: Base | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013066 | Base_Model: Claude | Type: Large Language Model | Size: Base | Domain: Speech AI | Primary_Task: Conversational AI
AI_Model_013067 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Base | Domain: Speech AI | Primary_Task: Multimodal Generation
AI_Model_013068 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Base | Domain: Speech AI | Primary_Task: Speech-to-Text
AI_Model_013069 | Base_Model: CLIP | Type: Vision-Language Model | Size: Base | Domain: Speech AI | Primary_Task: Image-Text Understanding
AI_Model_013070 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Base | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013071 | Base_Model: DALL-E | Type: Generative Image Model | Size: Base | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013072 | Base_Model: YOLO | Type: Computer Vision Model | Size: Base | Domain: Speech AI | Primary_Task: Object Detection
AI_Model_013073 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Base | Domain: Speech AI | Primary_Task: Image Classification
AI_Model_013074 | Base_Model: ViT | Type: Vision Transformer | Size: Base | Domain: Speech AI | Primary_Task: Image Classification
AI_Model_013075 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Base | Domain: Speech AI | Primary_Task: Audio Generation
AI_Model_013076 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Base | Domain: Speech AI | Primary_Task: Speech Recognition
AI_Model_013077 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Base | Domain: Speech AI | Primary_Task: Generative Modeling
AI_Model_013078 | Base_Model: AutoEncoder | Type: Generative Model | Size: Base | Domain: Speech AI | Primary_Task: Representation Learning
AI_Model_013079 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Base | Domain: Speech AI | Primary_Task: Synthetic Data Generation
AI_Model_013080 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Base | Domain: Speech AI | Primary_Task: Sequence Modeling
AI_Model_013081 | Base_Model: GPT | Type: Large Language Model | Size: Medium | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013082 | Base_Model: BERT | Type: Transformer Encoder | Size: Medium | Domain: Speech AI | Primary_Task: Text Classification
AI_Model_013083 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Medium | Domain: Speech AI | Primary_Task: Text Transformation
AI_Model_013084 | Base_Model: Llama | Type: Large Language Model | Size: Medium | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013085 | Base_Model: Mistral | Type: Large Language Model | Size: Medium | Domain: Speech AI | Primary_Task: Text Generation
AI_Model_013086 | Base_Model: Claude | Type: Large Language Model | Size: Medium | Domain: Speech AI | Primary_Task: Conversational AI
AI_Model_013087 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: Speech AI | Primary_Task: Multimodal Generation
AI_Model_013088 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: Speech AI | Primary_Task: Speech-to-Text
AI_Model_013089 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: Speech AI | Primary_Task: Image-Text Understanding
AI_Model_013090 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: Speech AI | Primary_Task: Image Generation
AI_Model_013091 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: Speech AI | Primary_Task: Image Generation
